transaction_id,user_id,transaction_date,amount,payment_method,device,payment_status,failure_reason,retry_count,recovered_flag
44,3041,2024-02-08,558.05,Net Banking,Android,success,,0,0
45,3824,2024-05-22,305.19,Debit Card,Web,success,,0,0
46,3612,2024-03-30,2569.82,Debit Card,Web,success,,0,0
47,2363,2024-06-19,392.34,Debit Card,iOS,success,,0,0
48,2478,2024-02-11,2023.2,Credit Card,iOS,success,,0,0
49,3556,2024-01-09,4494.21,Credit Card,iOS,success,,0,0
50,1775,2024-03-09,1283.27,Debit Card,Android,success,,0,0
51,5014,2024-04-04,3559.28,Debit Card,Android,success,,0,0
52,1034,2024-06-25,1581.59,Debit Card,iOS,success,,0,0
53,4152,2024-04-19,320.11,Credit Card,Android,success,,0,0
54,2955,2024-01-09,2827.78,Credit Card,Web,success,,0,0
55,2585,2024-05-02,4190.78,Debit Card,Android,success,,0,0
56,4943,2024-05-08,2106.4,Debit Card,Web,success,,0,0
57,4073,2024-02-28,3124.74,Net Banking,Android,success,,0,0
58,2021,2024-06-13,4510.12,Credit Card,Android,failed,bank_decline,2,0
59,4461,2024-04-03,3969.5,Wallet,Android,success,,0,0
60,3613,2024-02-21,1049.99,Wallet,iOS,success,,0,0
61,4843,2024-06-02,3693.58,Debit Card,iOS,success,,0,0
62,2500,2024-02-20,2559.28,UPI,Web,success,,0,0
63,5798,2024-03-31,3755.24,Wallet,Android,success,,0,0
64,1161,2024-02-25,2523.13,Credit Card,iOS,success,,0,0
65,5297,2024-05-30,727.0,Debit Card,iOS,success,,0,0
66,2981,2024-03-19,2892.56,Credit Card,Android,success,,0,0
67,1995,2024-03-17,2511.46,UPI,Web,success,,0,0
68,5911,2024-03-12,2637.82,Credit Card,Android,success,,0,0
69,4342,2024-01-16,4406.62,Wallet,iOS,success,,0,0
70,5551,2024-03-27,4484.7,Debit Card,iOS,success,,0,0
71,4798,2024-01-26,2322.33,Wallet,Android,success,,0,0
72,2275,2024-02-22,2333.09,Credit Card,Android,success,,0,0
73,2016,2024-01-30,2624.42,UPI,iOS,success,,0,0
74,1337,2024-06-28,2645.99,UPI,Android,success,,0,0
75,1878,2024-01-18,4756.9,Debit Card,Android,success,,0,0
76,2076,2024-02-08,3282.06,Net Banking,Android,success,,0,0
77,5887,2024-02-14,1459.54,Debit Card,iOS,success,,0,0
78,4993,2024-02-07,2704.53,Credit Card,iOS,success,,0,0
79,5859,2024-02-05,3173.4,Wallet,Android,success,,0,0
80,1379,2024-06-13,3234.88,Debit Card,Android,success,,0,0
81,1492,2024-04-07,2967.75,Credit Card,iOS,success,,0,0
82,3062,2024-01-06,970.91,Debit Card,iOS,failed,insufficient_funds,0,0
83,4884,2024-04-20,264.61,UPI,Web,success,,0,0
84,1064,2024-05-09,1755.43,Debit Card,Android,success,,0,0
85,3568,2024-01-21,2194.86,UPI,Web,failed,insufficient_funds,1,0
86,3027,2024-05-11,402.84,UPI,Android,failed,network_error,0,0
87,3695,2024-05-16,4093.34,Credit Card,Android,success,,0,0
88,2495,2024-01-20,1785.98,Debit Card,iOS,success,,0,0
89,1391,2024-03-03,4576.8,UPI,Web,success,,0,0
90,5514,2024-04-22,856.61,UPI,Android,success,,0,0
91,5474,2024-03-27,378.98,Credit Card,Web,success,,0,0
92,4561,2024-04-20,2463.35,Debit Card,Android,success,,0,0
93,3278,2024-02-18,1026.73,Wallet,Android,failed,network_error,2,0
94,4099,2024-04-02,4693.26,Net Banking,Android,success,,0,0
95,1200,2024-05-21,150.49,UPI,iOS,success,,0,0
96,5875,2024-06-04,2121.84,Credit Card,Android,success,,0,0
97,4104,2024-02-22,4641.06,UPI,Android,failed,insufficient_funds,1,0
98,5598,2024-01-06,1983.65,Credit Card,Android,success,,0,0
99,3454,2024-01-30,556.24,UPI,iOS,failed,insufficient_funds,3,1
100,4645,2024-06-14,1584.19,UPI,Android,success,,0,0
101,1804,2024-03-16,2540.25,Debit Card,Android,success,,0,0
102,3731,2024-01-28,1007.24,Credit Card,Android,success,,0,0
103,3773,2024-04-04,2386.15,UPI,Android,success,,0,0
104,2570,2024-02-25,4198.08,Net Banking,iOS,success,,0,0
105,3690,2024-02-20,4375.83,UPI,Android,success,,0,0
106,4840,2024-01-10,341.38,UPI,iOS,success,,0,0
107,2028,2024-05-17,888.43,Credit Card,Android,success,,0,0
108,1502,2024-03-06,1448.92,UPI,iOS,success,,0,0
109,5493,2024-02-05,3014.84,UPI,iOS,success,,0,0
110,1870,2024-02-14,1868.87,Debit Card,Android,failed,timeout,2,1
111,5488,2024-01-31,4235.8,UPI,Android,success,,0,0
112,1206,2024-04-05,3611.69,UPI,Android,success,,0,0
113,2484,2024-01-22,592.23,UPI,Android,failed,timeout,2,1
114,1863,2024-05-23,3160.33,Credit Card,Android,success,,0,0
115,3790,2024-05-12,653.76,Credit Card,Android,success,,0,0
116,1563,2024-06-21,1349.67,Wallet,iOS,failed,network_error,0,0
117,5191,2024-04-17,971.57,Debit Card,Android,success,,0,0
118,2757,2024-03-10,948.0,Credit Card,Android,success,,0,0
119,2678,2024-05-23,3120.34,Net Banking,Android,success,,0,0
120,4242,2024-03-27,2861.66,Credit Card,Web,success,,0,0
121,5636,2024-05-09,962.54,Debit Card,Android,success,,0,0
122,2059,2024-01-29,4951.85,Credit Card,Android,failed,timeout,0,0
123,2722,2024-02-13,2167.0,Wallet,iOS,success,,0,0
124,4314,2024-01-25,575.64,Debit Card,Android,success,,0,0
125,4157,2024-06-20,690.79,UPI,Web,success,,0,0
126,3625,2024-03-07,2961.08,UPI,Web,success,,0,0
127,3729,2024-05-12,4897.44,Credit Card,Android,success,,0,0
128,2597,2024-01-24,2902.56,Debit Card,Web,success,,0,0
129,4060,2024-02-11,4750.3,Debit Card,iOS,success,,0,0
130,3693,2024-01-13,2276.25,Wallet,Android,success,,0,0
131,5891,2024-04-24,2235.62,Net Banking,Web,success,,0,0
132,4627,2024-04-16,2550.04,Net Banking,Web,success,,0,0
133,2363,2024-01-12,3517.38,Debit Card,Android,success,,0,0
134,2981,2024-01-27,1901.32,Debit Card,iOS,success,,0,0
135,2663,2024-03-17,4333.04,Debit Card,Web,success,,0,0
136,2529,2024-06-18,243.48,UPI,iOS,success,,0,0
137,3038,2024-03-12,2254.84,UPI,Android,success,,0,0
138,4302,2024-01-11,2603.86,Net Banking,Android,success,,0,0
139,3237,2024-01-20,3074.46,Net Banking,Web,success,,0,0
140,2306,2024-03-04,1452.75,Credit Card,iOS,success,,0,0
141,5029,2024-03-21,2194.65,UPI,iOS,success,,0,0
142,3675,2024-05-16,2474.23,UPI,Web,success,,0,0
143,2282,2024-06-21,3465.86,Debit Card,Android,failed,timeout,2,0
144,1709,2024-01-13,3890.37,UPI,Android,success,,0,0
145,5744,2024-06-25,3715.35,Net Banking,iOS,success,,0,0
146,5413,2024-02-29,1773.76,Debit Card,Android,success,,0,0
147,4748,2024-01-23,4997.31,Credit Card,iOS,success,,0,0
148,5779,2024-04-23,4258.46,Debit Card,Web,failed,network_error,2,1
149,1663,2024-05-05,1374.11,Wallet,Android,success,,0,0
150,2998,2024-06-11,1056.02,Net Banking,Web,success,,0,0
151,4445,2024-02-13,1638.7,Credit Card,Web,failed,insufficient_funds,0,0
152,4743,2024-05-01,2316.49,UPI,Web,success,,0,0
153,2495,2024-01-28,4268.92,Credit Card,iOS,failed,insufficient_funds,0,0
154,4304,2024-01-10,3913.98,Debit Card,Web,success,,0,0
155,4763,2024-03-25,4271.11,Debit Card,iOS,success,,0,0
156,2853,2024-05-11,1432.59,Debit Card,Web,success,,0,0
157,5659,2024-04-15,3007.96,Credit Card,Android,success,,0,0
158,2291,2024-02-02,1487.92,UPI,Android,success,,0,0
159,4581,2024-02-29,634.21,Net Banking,Android,success,,0,0
160,4457,2024-01-26,3452.57,Debit Card,Android,success,,0,0
161,2636,2024-04-02,800.69,Credit Card,iOS,failed,network_error,0,0
162,4696,2024-05-25,3371.72,Credit Card,Android,success,,0,0
163,3999,2024-03-18,3275.03,Credit Card,iOS,success,,0,0
164,4152,2024-05-31,4070.22,Credit Card,Web,success,,0,0
165,1698,2024-04-07,783.82,Net Banking,Android,success,,0,0
166,3160,2024-02-24,3939.05,Debit Card,Web,success,,0,0
167,5097,2024-02-11,4996.45,Credit Card,Android,success,,0,0
168,5737,2024-04-02,4270.11,Credit Card,iOS,success,,0,0
169,1854,2024-04-07,3783.88,Wallet,Android,success,,0,0
170,4474,2024-06-28,3344.61,Debit Card,Android,success,,0,0
171,2707,2024-04-15,2166.73,Debit Card,iOS,success,,0,0
172,3777,2024-03-03,3679.45,Debit Card,iOS,success,,0,0
173,2733,2024-03-12,3648.47,Credit Card,iOS,success,,0,0
174,5931,2024-04-04,3194.34,Wallet,Web,success,,0,0
175,4510,2024-06-13,4001.76,Credit Card,Android,success,,0,0
176,1202,2024-02-25,2298.94,UPI,Android,success,,0,0
177,4255,2024-02-04,694.14,Credit Card,iOS,success,,0,0
178,5218,2024-01-26,2839.43,Debit Card,Android,success,,0,0
179,5496,2024-06-15,1398.71,Net Banking,iOS,success,,0,0
180,1766,2024-05-03,1983.72,UPI,Web,success,,0,0
181,5389,2024-05-07,185.33,Debit Card,iOS,success,,0,0
182,3327,2024-06-10,1975.67,UPI,iOS,failed,insufficient_funds,0,0
183,3931,2024-06-18,4063.13,Credit Card,iOS,success,,0,0
184,1197,2024-06-08,2759.34,Wallet,Android,failed,insufficient_funds,0,0
185,2930,2024-04-25,148.02,UPI,iOS,success,,0,0
186,4582,2024-03-28,2402.23,Debit Card,Android,success,,0,0
187,1608,2024-01-18,1528.11,Debit Card,Android,success,,0,0
188,4272,2024-05-26,2440.0,Credit Card,iOS,success,,0,0
189,2147,2024-04-07,2082.99,UPI,Web,success,,0,0
190,5282,2024-06-17,4666.7,Debit Card,Android,success,,0,0
191,4397,2024-05-21,301.77,Debit Card,iOS,success,,0,0
192,3511,2024-02-22,3449.58,Wallet,iOS,success,,0,0
193,2794,2024-02-28,4270.03,Credit Card,Web,success,,0,0
194,1659,2024-04-14,4800.27,Credit Card,Android,success,,0,0
195,3811,2024-01-11,970.42,Debit Card,Web,success,,0,0
196,2369,2024-02-04,2703.39,Credit Card,Web,success,,0,0
197,2986,2024-04-09,313.59,UPI,Android,success,,0,0
198,1146,2024-06-13,2546.0,UPI,Android,success,,0,0
199,4219,2024-03-27,714.74,Credit Card,Android,success,,0,0
200,3911,2024-03-17,4205.69,Credit Card,Android,failed,insufficient_funds,0,0
201,2734,2024-02-25,657.96,Credit Card,Android,success,,0,0
202,2843,2024-01-09,2615.11,Credit Card,Web,success,,0,0
203,1488,2024-05-14,2653.37,Credit Card,Android,success,,0,0
204,3976,2024-01-07,4861.09,Credit Card,Android,success,,0,0
205,2959,2024-01-11,3309.41,Debit Card,Web,success,,0,0
206,3385,2024-03-17,1510.42,UPI,iOS,success,,0,0
207,3919,2024-04-04,1279.92,Credit Card,Android,success,,0,0
208,5736,2024-04-03,728.42,UPI,Android,success,,0,0
209,2802,2024-03-09,3806.92,Credit Card,iOS,success,,0,0
210,5061,2024-05-28,3484.71,UPI,Android,success,,0,0
211,4369,2024-04-10,3088.4,UPI,Android,success,,0,0
212,1262,2024-02-06,300.12,UPI,Android,success,,0,0
213,1623,2024-03-02,3837.86,Credit Card,Android,failed,network_error,0,0
214,2016,2024-06-08,3245.25,Debit Card,Android,success,,0,0
215,4643,2024-02-09,4823.06,Net Banking,Android,failed,timeout,1,1
216,5976,2024-03-28,2977.29,Debit Card,Android,success,,0,0
217,3049,2024-01-07,1589.36,Credit Card,iOS,failed,timeout,0,0
218,4723,2024-03-13,1969.45,Wallet,iOS,success,,0,0
219,5548,2024-04-02,961.62,UPI,iOS,success,,0,0
220,4108,2024-04-28,3642.28,Net Banking,iOS,failed,bank_decline,3,1
221,5090,2024-04-21,3567.84,Credit Card,iOS,success,,0,0
222,3056,2024-04-29,1083.19,Debit Card,iOS,success,,0,0
223,4170,2024-03-26,876.6,Debit Card,iOS,success,,0,0
224,2682,2024-03-17,477.32,UPI,Android,success,,0,0
225,3255,2024-03-02,4568.68,Credit Card,Web,success,,0,0
226,2154,2024-02-18,1242.04,Debit Card,iOS,failed,bank_decline,2,1
227,5499,2024-04-06,1786.4,UPI,Web,failed,network_error,0,0
228,4191,2024-01-05,1474.47,Debit Card,Android,success,,0,0
229,2696,2024-03-15,2126.76,UPI,Android,failed,network_error,3,1
230,4991,2024-05-19,3598.84,Debit Card,Web,success,,0,0
231,5723,2024-03-01,4365.92,Debit Card,iOS,success,,0,0
232,5682,2024-03-16,994.73,Credit Card,iOS,success,,0,0
233,2648,2024-04-14,3463.42,UPI,iOS,success,,0,0
234,2445,2024-04-27,1827.55,Credit Card,Android,success,,0,0
235,5199,2024-01-16,4904.58,Net Banking,iOS,success,,0,0
236,4923,2024-01-23,1564.7,UPI,Android,success,,0,0
237,1253,2024-03-21,135.25,UPI,Web,success,,0,0
238,4183,2024-02-17,2626.64,Wallet,Android,failed,insufficient_funds,3,0
239,3557,2024-03-12,838.58,Credit Card,Android,success,,0,0
240,1098,2024-06-01,318.02,Debit Card,Web,success,,0,0
241,3200,2024-04-14,3521.52,Debit Card,Web,success,,0,0
242,3961,2024-01-28,3688.07,Wallet,iOS,failed,network_error,0,0
243,5973,2024-04-27,2357.43,UPI,iOS,success,,0,0
244,5433,2024-02-06,3416.74,UPI,Web,success,,0,0
245,4777,2024-06-21,2737.37,Credit Card,iOS,failed,insufficient_funds,1,1
246,3869,2024-01-27,3186.03,Credit Card,iOS,success,,0,0
247,4234,2024-02-24,3023.85,Credit Card,Android,success,,0,0
248,4791,2024-02-15,3362.53,UPI,iOS,success,,0,0
249,1956,2024-03-11,1078.19,Debit Card,Web,failed,network_error,0,0
250,5067,2024-06-16,1416.66,Debit Card,Android,success,,0,0
251,1160,2024-05-26,2255.82,UPI,iOS,success,,0,0
252,5493,2024-02-08,2286.03,Net Banking,Android,failed,bank_decline,3,0
253,2300,2024-05-06,3894.62,Credit Card,iOS,failed,insufficient_funds,2,1
254,5911,2024-06-25,1900.23,Wallet,Android,success,,0,0
255,4987,2024-05-27,896.28,Credit Card,Web,success,,0,0
256,2527,2024-06-17,1332.18,Credit Card,Android,success,,0,0
257,2218,2024-06-23,1152.19,Net Banking,Android,success,,0,0
258,5496,2024-03-26,3685.13,Debit Card,Web,success,,0,0
259,5735,2024-01-04,2404.66,Wallet,Android,success,,0,0
260,4104,2024-05-11,3572.29,Debit Card,iOS,failed,network_error,0,0
261,3735,2024-03-01,2139.48,Wallet,Web,success,,0,0
262,5555,2024-02-07,4459.7,Credit Card,Android,success,,0,0
263,1954,2024-03-17,4919.25,UPI,Android,success,,0,0
264,5565,2024-04-03,3382.23,Wallet,Web,success,,0,0
265,4446,2024-03-23,4332.68,Debit Card,iOS,failed,timeout,3,0
266,2045,2024-05-30,2588.87,Credit Card,Android,success,,0,0
267,2693,2024-01-11,4679.64,Credit Card,Android,success,,0,0
268,4436,2024-03-25,4174.77,Net Banking,iOS,success,,0,0
269,1562,2024-03-27,4959.72,Debit Card,iOS,success,,0,0
270,3485,2024-06-02,3153.16,Debit Card,iOS,success,,0,0
271,4354,2024-04-19,3918.11,UPI,iOS,success,,0,0
272,1225,2024-05-16,2760.05,Net Banking,iOS,success,,0,0
273,5893,2024-03-01,1369.69,Debit Card,Web,success,,0,0
274,1959,2024-05-28,1838.3,Net Banking,Android,success,,0,0
275,5548,2024-01-09,4480.63,Debit Card,Web,success,,0,0
276,4067,2024-04-06,374.14,UPI,iOS,success,,0,0
277,1815,2024-02-06,2998.25,Credit Card,Android,success,,0,0
278,5754,2024-06-02,1925.17,Credit Card,Android,failed,network_error,1,0
279,5642,2024-02-27,1994.79,Net Banking,iOS,success,,0,0
280,4120,2024-03-19,4434.4,Debit Card,Android,failed,network_error,1,0
281,1016,2024-03-24,4283.73,Debit Card,Android,failed,bank_decline,1,1
282,2243,2024-06-07,3034.33,UPI,iOS,success,,0,0
283,3205,2024-06-14,1437.3,UPI,iOS,success,,0,0
284,3524,2024-02-23,2429.74,Credit Card,Android,success,,0,0
285,2069,2024-03-04,2100.64,UPI,Android,success,,0,0
286,4444,2024-06-03,1832.73,UPI,iOS,success,,0,0
287,3565,2024-06-19,603.65,Net Banking,Web,success,,0,0
288,2060,2024-01-01,2761.26,Debit Card,Android,success,,0,0
289,3327,2024-03-15,1578.97,Debit Card,iOS,success,,0,0
290,4420,2024-02-10,3337.96,Debit Card,iOS,success,,0,0
291,1301,2024-02-18,1664.1,Credit Card,iOS,success,,0,0
292,5276,2024-02-27,2212.7,Credit Card,Android,success,,0,0
293,1606,2024-06-17,356.57,Credit Card,iOS,success,,0,0
294,4170,2024-01-28,4963.44,Wallet,Android,success,,0,0
295,1699,2024-04-01,2587.29,Net Banking,Android,success,,0,0
296,2139,2024-02-25,218.76,Debit Card,Web,success,,0,0
297,1190,2024-01-19,2752.03,Credit Card,Android,success,,0,0
298,3300,2024-01-25,4364.73,Credit Card,Android,success,,0,0
299,1980,2024-02-12,3885.51,Credit Card,Android,success,,0,0
300,3975,2024-03-02,3534.44,Wallet,Android,success,,0,0
301,2184,2024-01-19,783.38,Debit Card,iOS,success,,0,0
302,4327,2024-05-04,3322.91,Net Banking,Android,failed,insufficient_funds,2,1
303,4394,2024-02-24,3854.86,Debit Card,iOS,success,,0,0
304,1127,2024-03-23,2904.85,UPI,Android,success,,0,0
305,3065,2024-05-03,4474.47,UPI,Android,success,,0,0
306,2816,2024-03-30,1457.25,Credit Card,Android,success,,0,0
307,1569,2024-01-15,1286.51,Debit Card,Web,success,,0,0
308,2895,2024-01-19,4360.89,Net Banking,Web,success,,0,0
309,3733,2024-01-11,3164.45,Debit Card,Android,success,,0,0
310,4863,2024-01-11,107.09,Debit Card,Android,failed,insufficient_funds,2,1
311,5721,2024-03-02,1830.34,Debit Card,Android,success,,0,0
312,5014,2024-04-05,4303.49,Debit Card,Android,success,,0,0
313,3901,2024-03-12,233.87,Debit Card,Android,success,,0,0
314,2686,2024-06-27,115.91,Credit Card,iOS,failed,network_error,1,1
315,4009,2024-01-02,1478.17,Wallet,Android,success,,0,0
316,1154,2024-06-23,4578.6,Credit Card,iOS,success,,0,0
317,3537,2024-02-28,4517.24,Debit Card,Android,success,,0,0
318,2409,2024-03-16,2641.93,Credit Card,iOS,success,,0,0
319,5057,2024-04-20,2810.86,Credit Card,iOS,success,,0,0
320,1784,2024-04-02,1726.84,UPI,iOS,failed,insufficient_funds,1,1
321,4175,2024-03-19,1294.31,Wallet,Web,success,,0,0
322,5341,2024-02-21,4094.59,UPI,Web,failed,insufficient_funds,0,0
323,3806,2024-01-29,620.84,Credit Card,iOS,failed,insufficient_funds,2,1
324,1537,2024-06-17,2488.04,Debit Card,Android,success,,0,0
325,2841,2024-02-18,3208.55,Credit Card,Android,success,,0,0
326,3455,2024-06-09,608.03,Debit Card,Web,success,,0,0
327,1524,2024-04-26,2646.07,Credit Card,iOS,success,,0,0
328,3950,2024-01-14,2929.85,UPI,iOS,success,,0,0
329,5131,2024-02-02,3738.23,Credit Card,Android,success,,0,0
330,5780,2024-01-15,1250.7,Credit Card,iOS,success,,0,0
331,5115,2024-01-23,1537.3,Net Banking,Web,success,,0,0
332,3368,2024-02-29,2890.65,Wallet,Android,success,,0,0
333,4847,2024-01-06,4917.32,Credit Card,iOS,success,,0,0
334,5495,2024-01-27,1165.72,Credit Card,Android,success,,0,0
335,3701,2024-05-19,4930.93,UPI,Android,success,,0,0
336,1971,2024-03-31,3600.28,Debit Card,Android,success,,0,0
337,2166,2024-02-12,4147.8,Wallet,iOS,success,,0,0
338,5929,2024-02-24,539.24,Debit Card,Android,success,,0,0
339,3774,2024-01-25,1572.06,Credit Card,Android,success,,0,0
340,2982,2024-02-14,382.91,Credit Card,Android,failed,network_error,0,0
341,1853,2024-03-24,1920.58,UPI,Android,success,,0,0
342,5146,2024-03-05,4908.32,UPI,Android,success,,0,0
343,4736,2024-04-03,615.84,UPI,Web,success,,0,0
344,4769,2024-01-08,2855.63,Wallet,Android,success,,0,0
345,1574,2024-05-17,129.75,Credit Card,iOS,success,,0,0
346,4261,2024-06-25,3592.15,UPI,Android,success,,0,0
347,2148,2024-03-04,1066.24,Net Banking,Android,success,,0,0
348,2715,2024-04-02,734.96,Net Banking,Android,success,,0,0
349,5777,2024-05-20,1751.39,Debit Card,Android,success,,0,0
350,5933,2024-01-09,3878.12,UPI,iOS,success,,0,0
351,4854,2024-03-24,622.4,UPI,Android,success,,0,0
352,3491,2024-04-20,1226.21,UPI,Android,success,,0,0
353,3660,2024-03-25,141.48,Credit Card,Android,success,,0,0
354,4124,2024-04-14,4845.23,UPI,Android,success,,0,0
355,4051,2024-01-21,3001.51,UPI,Web,success,,0,0
356,1004,2024-05-20,3627.51,Credit Card,Android,success,,0,0
357,5869,2024-03-17,3291.78,Debit Card,Android,success,,0,0
358,1876,2024-01-12,807.39,Debit Card,Android,success,,0,0
359,1991,2024-03-04,3015.21,UPI,iOS,success,,0,0
360,5142,2024-05-23,743.94,UPI,Android,success,,0,0
361,5364,2024-03-19,2066.06,Debit Card,Android,success,,0,0
362,5465,2024-03-25,2887.92,UPI,Web,success,,0,0
363,1635,2024-06-13,2838.52,Credit Card,iOS,success,,0,0
364,2693,2024-04-08,683.46,Credit Card,Android,success,,0,0
365,2682,2024-04-03,268.74,Credit Card,iOS,success,,0,0
366,5752,2024-06-12,4011.35,Credit Card,Android,success,,0,0
367,1119,2024-03-21,3657.02,UPI,iOS,failed,network_error,1,0
368,1830,2024-06-16,500.91,Wallet,Web,success,,0,0
369,4675,2024-03-03,724.34,Debit Card,Android,success,,0,0
370,2369,2024-03-08,4473.66,Wallet,Web,success,,0,0
371,1740,2024-05-02,3868.73,UPI,iOS,success,,0,0
372,1116,2024-02-15,4981.19,Credit Card,Web,failed,insufficient_funds,0,0
373,3838,2024-01-28,1344.54,Credit Card,iOS,failed,insufficient_funds,0,0
374,2150,2024-03-15,2490.23,UPI,Android,failed,insufficient_funds,1,0
375,2931,2024-02-29,1258.65,UPI,Android,failed,bank_decline,1,0
376,2012,2024-04-25,3151.72,Credit Card,iOS,failed,bank_decline,1,1
377,2664,2024-02-02,665.53,Debit Card,Android,success,,0,0
378,2081,2024-05-18,723.49,Net Banking,Android,success,,0,0
379,5729,2024-05-04,452.25,Credit Card,iOS,success,,0,0
380,1512,2024-05-31,3498.57,Net Banking,iOS,success,,0,0
381,3849,2024-04-25,2520.96,Credit Card,Android,failed,insufficient_funds,1,1
382,1559,2024-04-27,3126.88,Debit Card,Android,success,,0,0
383,4672,2024-06-08,4408.58,Debit Card,iOS,success,,0,0
384,5583,2024-04-13,3727.61,Debit Card,iOS,success,,0,0
385,5992,2024-03-03,2362.44,Credit Card,Android,success,,0,0
386,4343,2024-03-15,4923.34,Credit Card,Android,success,,0,0
387,5070,2024-06-21,2335.65,UPI,Web,failed,bank_decline,0,0
388,5799,2024-03-31,651.01,Credit Card,Android,success,,0,0
389,2470,2024-01-15,4964.01,UPI,iOS,success,,0,0
390,1580,2024-02-17,211.82,Net Banking,Android,success,,0,0
391,3294,2024-05-02,2794.43,Net Banking,Android,success,,0,0
392,4147,2024-05-12,1614.57,Credit Card,Web,success,,0,0
393,5249,2024-05-01,2567.41,UPI,Android,success,,0,0
394,2679,2024-03-08,2837.69,UPI,iOS,success,,0,0
395,4506,2024-01-31,1276.47,Credit Card,Android,success,,0,0
396,3744,2024-04-02,2828.61,Debit Card,Android,success,,0,0
397,4356,2024-05-01,3804.7,Credit Card,Android,success,,0,0
398,5045,2024-03-03,1405.9,Debit Card,iOS,success,,0,0
399,2243,2024-06-16,1978.79,Net Banking,Android,failed,timeout,1,0
400,4118,2024-03-08,1414.39,Net Banking,Android,success,,0,0
401,3141,2024-04-14,4120.74,UPI,Web,success,,0,0
402,4059,2024-02-21,3652.41,Debit Card,Android,success,,0,0
403,5548,2024-04-23,4368.86,Wallet,Web,failed,timeout,1,1
404,3959,2024-04-28,933.24,UPI,Android,success,,0,0
405,3265,2024-03-08,460.54,Debit Card,Web,success,,0,0
406,3479,2024-06-01,684.98,Net Banking,Android,success,,0,0
407,5646,2024-02-29,888.99,Credit Card,Web,success,,0,0
408,2635,2024-06-16,2712.11,Credit Card,iOS,success,,0,0
409,2757,2024-06-17,4857.47,UPI,iOS,failed,insufficient_funds,0,0
410,5452,2024-02-05,1850.45,Net Banking,Android,success,,0,0
411,3070,2024-06-18,4796.69,Credit Card,iOS,success,,0,0
412,3849,2024-05-18,287.18,UPI,Web,success,,0,0
413,4251,2024-01-28,4641.67,Debit Card,iOS,success,,0,0
414,4730,2024-01-15,987.65,UPI,Android,failed,insufficient_funds,0,0
415,3489,2024-05-22,4571.13,Credit Card,Android,success,,0,0
