transaction_id,user_id,transaction_date,amount,payment_method,device,payment_status,failure_reason,retry_count,recovered_flag,recovery_status,revenue_lost,revenue_recovered,retry_bucket
155,4763,2024-03-25,4271.11,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
156,2853,2024-05-11,1432.59,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
157,5659,2024-04-15,3007.96,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
158,2291,2024-02-02,1487.92,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
159,4581,2024-02-29,634.21,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
160,4457,2024-01-26,3452.57,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
161,2636,2024-04-02,800.69,Credit Card,iOS,failed,network_error,0,0,lost,800.69,0.0,no_retry
162,4696,2024-05-25,3371.72,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
163,3999,2024-03-18,3275.03,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
164,4152,2024-05-31,4070.22,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
165,1698,2024-04-07,783.82,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
166,3160,2024-02-24,3939.05,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
167,5097,2024-02-11,4996.45,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
168,5737,2024-04-02,4270.11,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
169,1854,2024-04-07,3783.88,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
170,4474,2024-06-28,3344.61,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
171,2707,2024-04-15,2166.73,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
172,3777,2024-03-03,3679.45,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
173,2733,2024-03-12,3648.47,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
174,5931,2024-04-04,3194.34,Wallet,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
175,4510,2024-06-13,4001.76,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
176,1202,2024-02-25,2298.94,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
177,4255,2024-02-04,694.14,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
178,5218,2024-01-26,2839.43,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
179,5496,2024-06-15,1398.71,Net Banking,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
180,1766,2024-05-03,1983.72,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
181,5389,2024-05-07,185.33,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
182,3327,2024-06-10,1975.67,UPI,iOS,failed,insufficient_funds,0,0,lost,1975.67,0.0,no_retry
183,3931,2024-06-18,4063.13,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
184,1197,2024-06-08,2759.34,Wallet,Android,failed,insufficient_funds,0,0,lost,2759.34,0.0,no_retry
185,2930,2024-04-25,148.02,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
186,4582,2024-03-28,2402.23,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
187,1608,2024-01-18,1528.11,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
188,4272,2024-05-26,2440.0,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
189,2147,2024-04-07,2082.99,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
190,5282,2024-06-17,4666.7,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
191,4397,2024-05-21,301.77,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
192,3511,2024-02-22,3449.58,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
193,2794,2024-02-28,4270.03,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
194,1659,2024-04-14,4800.27,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
195,3811,2024-01-11,970.42,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
196,2369,2024-02-04,2703.39,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
197,2986,2024-04-09,313.59,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
198,1146,2024-06-13,2546.0,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
199,4219,2024-03-27,714.74,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
200,3911,2024-03-17,4205.69,Credit Card,Android,failed,insufficient_funds,0,0,lost,4205.69,0.0,no_retry
201,2734,2024-02-25,657.96,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
202,2843,2024-01-09,2615.11,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
203,1488,2024-05-14,2653.37,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
204,3976,2024-01-07,4861.09,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
205,2959,2024-01-11,3309.41,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
206,3385,2024-03-17,1510.42,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
207,3919,2024-04-04,1279.92,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
208,5736,2024-04-03,728.42,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
209,2802,2024-03-09,3806.92,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
210,5061,2024-05-28,3484.71,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
211,4369,2024-04-10,3088.4,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
212,1262,2024-02-06,300.12,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
213,1623,2024-03-02,3837.86,Credit Card,Android,failed,network_error,0,0,lost,3837.86,0.0,no_retry
214,2016,2024-06-08,3245.25,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
215,4643,2024-02-09,4823.06,Net Banking,Android,failed,timeout,1,1,recovered,0.0,4823.06,1_retry
216,5976,2024-03-28,2977.29,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
217,3049,2024-01-07,1589.36,Credit Card,iOS,failed,timeout,0,0,lost,1589.36,0.0,no_retry
218,4723,2024-03-13,1969.45,Wallet,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
219,5548,2024-04-02,961.62,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
220,4108,2024-04-28,3642.28,Net Banking,iOS,failed,bank_decline,3,1,recovered,0.0,3642.28,3_retries
221,5090,2024-04-21,3567.84,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
222,3056,2024-04-29,1083.19,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
223,4170,2024-03-26,876.6,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
224,2682,2024-03-17,477.32,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
225,3255,2024-03-02,4568.68,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
226,2154,2024-02-18,1242.04,Debit Card,iOS,failed,bank_decline,2,1,recovered,0.0,1242.04,2_retries
227,5499,2024-04-06,1786.4,UPI,Web,failed,network_error,0,0,lost,1786.4,0.0,no_retry
228,4191,2024-01-05,1474.47,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
229,2696,2024-03-15,2126.76,UPI,Android,failed,network_error,3,1,recovered,0.0,2126.76,3_retries
230,4991,2024-05-19,3598.84,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
231,5723,2024-03-01,4365.92,Debit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
232,5682,2024-03-16,994.73,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
233,2648,2024-04-14,3463.42,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
234,2445,2024-04-27,1827.55,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
235,5199,2024-01-16,4904.58,Net Banking,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
236,4923,2024-01-23,1564.7,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
237,1253,2024-03-21,135.25,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
238,4183,2024-02-17,2626.64,Wallet,Android,failed,insufficient_funds,3,0,lost,2626.64,0.0,3_retries
239,3557,2024-03-12,838.58,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
240,1098,2024-06-01,318.02,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
241,3200,2024-04-14,3521.52,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
242,3961,2024-01-28,3688.07,Wallet,iOS,failed,network_error,0,0,lost,3688.07,0.0,no_retry
243,5973,2024-04-27,2357.43,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
244,5433,2024-02-06,3416.74,UPI,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
245,4777,2024-06-21,2737.37,Credit Card,iOS,failed,insufficient_funds,1,1,recovered,0.0,2737.37,1_retry
246,3869,2024-01-27,3186.03,Credit Card,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
247,4234,2024-02-24,3023.85,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
248,4791,2024-02-15,3362.53,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
249,1956,2024-03-11,1078.19,Debit Card,Web,failed,network_error,0,0,lost,1078.19,0.0,no_retry
250,5067,2024-06-16,1416.66,Debit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
251,1160,2024-05-26,2255.82,UPI,iOS,success,no_failure,0,0,success,0.0,0.0,no_retry
252,5493,2024-02-08,2286.03,Net Banking,Android,failed,bank_decline,3,0,lost,2286.03,0.0,3_retries
253,2300,2024-05-06,3894.62,Credit Card,iOS,failed,insufficient_funds,2,1,recovered,0.0,3894.62,2_retries
254,5911,2024-06-25,1900.23,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
255,4987,2024-05-27,896.28,Credit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
256,2527,2024-06-17,1332.18,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
257,2218,2024-06-23,1152.19,Net Banking,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
258,5496,2024-03-26,3685.13,Debit Card,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
259,5735,2024-01-04,2404.66,Wallet,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
260,4104,2024-05-11,3572.29,Debit Card,iOS,failed,network_error,0,0,lost,3572.29,0.0,no_retry
261,3735,2024-03-01,2139.48,Wallet,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
262,5555,2024-02-07,4459.7,Credit Card,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
263,1954,2024-03-17,4919.25,UPI,Android,success,no_failure,0,0,success,0.0,0.0,no_retry
264,5565,2024-04-03,3382.23,Wallet,Web,success,no_failure,0,0,success,0.0,0.0,no_retry
265,4446,2024-03-23,4332.68,Debit Card,iOS,failed,timeout,3,0,lost,4332.68,0.0,3_retries
